Rank,Country,US$,#,"Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Population,Date,Doses_admin,People_partially_vaccinated,People_fully_vaccinated,Report_Date_String,UID,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,2021,Estimates Start After,FIPS,Admin2,Province_State,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
12,Netherlands,"58,003",21.0,"1,350,665",.,"16,771",.,.,.,781,"78,690",977,"11,292,587","657,909","17,164,371",2021-04-11,3783912.0,2957777.0,826135.0,2021/04/11,528.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",907.151,909.503,"1,012.60",2019.0,.,.,Zuid-Holland,2021-04-17 04:20:40,51.937835,4.462114,329579,4071,0.0,325508.0,"Zuid-Holland, Netherlands",8886.654500665463,1.2352121949517414
13,Finland,"54,330",97.0,"82,053",.,868,.,"46,000","35,185",41,"14,791",156,"4,145,966","747,368","5,547,419",2021-04-16,1384090.0,1267678.0,116412.0,2021/04/16,246.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",268.996,270.637,300.484,2019.0,.,.,.,2021-04-17 04:20:40,61.92411,25.748151,83633,887,46000.0,36746.0,Finland,1509.4253127482755,1.060586132268363
14,Austria,"53,859",37.0,"577,007",.,"9,687",.,"535,798","31,522",602,"63,784","1,071","26,679,075","2,949,160","9,046,331",2021-04-15,2334458.0,1658035.0,676423.0,2021/04/15,40.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",445.125,428.622,481.796,2019.0,.,.,.,2021-04-17 04:20:40,47.5162,14.5501,589299,9843,550470.0,28986.0,Austria,6543.113785752354,1.6702896152886737
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Baden-Wurttemberg,2021-04-17 04:20:40,48.6616,9.3501,403571,9047,356100.0,38424.0,"Baden-Wurttemberg, Germany",3645.781624211247,2.2417368938798874
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Bayern,2021-04-17 04:20:40,48.7904,11.4979,550632,13717,487800.0,49115.0,"Bayern, Germany",4210.780363058904,2.4911374565953306
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Berlin,2021-04-17 04:20:40,52.52,13.405,158317,3147,144300.0,10870.0,"Berlin, Germany",4343.609269688045,1.9877840029813605
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Brandenburg,2021-04-17 04:20:40,52.4125,12.5316,96158,3443,84680.0,8035.0,"Brandenburg, Germany",3828.07234474706,3.580565319578194
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Bremen,2021-04-17 04:20:40,53.0793,8.8017,23276,436,20990.0,1850.0,"Bremen, Germany",3407.976151780564,1.873174084894312
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Hamburg,2021-04-17 04:20:40,53.5511,9.9937,67552,1429,58000.0,8123.0,"Hamburg, Germany",3668.953426038424,2.115407389862624
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Hessen,2021-04-17 04:20:40,50.6521,9.1624,242061,6596,211900.0,23565.0,"Hessen, Germany",3863.204256625122,2.724932971441083
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Mecklenburg-Vorpommern,2021-04-17 04:20:40,53.6127,12.4296,35851,926,30820.0,4105.0,"Mecklenburg-Vorpommern, Germany",2227.2197803904514,2.582912610526903
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Niedersachsen,2021-04-17 04:20:40,52.6367,9.8451,219426,5119,196700.0,17607.0,"Niedersachsen, Germany",2748.855990042153,2.3329049428964663
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Nordrhein-Westfalen,2021-04-17 04:20:40,51.4332,7.6616,674695,14854,596700.0,63141.0,"Nordrhein-Westfalen, Germany",3762.3829293281847,2.2015873839290347
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Rheinland-Pfalz,2021-04-17 04:20:40,50.1183,7.309,128838,3447,113400.0,11991.0,"Rheinland-Pfalz, Germany",3154.0494569682464,2.6754528943324174
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Saarland,2021-04-17 04:20:40,49.3964,7.023,34578,956,31360.0,2262.0,"Saarland, Germany",3490.932439786009,2.7647637225981843
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Sachsen,2021-04-17 04:20:40,51.1045,13.2017,244093,8724,216600.0,18769.0,"Sachsen, Germany",5985.698160614055,3.5740475966127665
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Sachsen-Anhalt,2021-04-17 04:20:40,51.9503,11.6923,82621,2938,72770.0,6913.0,"Sachsen-Anhalt, Germany",3741.3491969691,3.5559966594449355
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Schleswig-Holstein,2021-04-17 04:20:40,54.2194,9.6961,54780,1474,48470.0,4836.0,"Schleswig-Holstein, Germany",1891.109644313967,2.6907630522088355
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Thuringen,2021-04-17 04:20:40,51.011,10.8453,107057,3641,92670.0,10746.0,"Thuringen, Germany",4995.322295038366,3.400991994918595
15,Germany,"51,860",10.0,"3,009,541",.,"78,964",.,"2,683,900","246,677","4,515","35,831",940,"51,559,277","613,857","83,992,315",2021-04-16,21332342.0,15906352.0,5425990.0,2021/04/16,276.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,861.55","3,803.01","4,319.29",2020.0,.,.,Unknown,2021-04-17 04:20:40,.,.,10602,0,0.0,10602.0,"Unknown, Germany",.,0.0
16,Belgium,"50,103",26.0,"922,487",.,"23,428",.,"59,432","839,627",925,"79,328","2,015","11,670,137","1,003,551","11,628,838",2021-04-16,2901635.0,2204943.0,696692.0,2021/04/16,56.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",533.157,513.087,578.996,2020.0,.,.,Antwerp,2021-04-17 04:20:40,51.2195,4.4024,119837,0,0.0,119837.0,"Antwerp, Belgium",6449.83331413692,0.0
16,Belgium,"50,103",26.0,"922,487",.,"23,428",.,"59,432","839,627",925,"79,328","2,015","11,670,137","1,003,551","11,628,838",2021-04-16,2901635.0,2204943.0,696692.0,2021/04/16,56.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",533.157,513.087,578.996,2020.0,.,.,Brussels,2021-04-17 04:20:40,50.8503,4.3517,116785,0,0.0,116785.0,"Brussels, Belgium",9663.296765855057,0.0
16,Belgium,"50,103",26.0,"922,487",.,"23,428",.,"59,432","839,627",925,"79,328","2,015","11,670,137","1,003,551","11,628,838",2021-04-16,2901635.0,2204943.0,696692.0,2021/04/16,56.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",533.157,513.087,578.996,2020.0,.,.,East Flanders,2021-04-17 04:20:40,51.0362,3.7373,108146,0,0.0,108146.0,"East Flanders, Belgium",7138.0482936694425,0.0
16,Belgium,"50,103",26.0,"922,487",.,"23,428",.,"59,432","839,627",925,"79,328","2,015","11,670,137","1,003,551","11,628,838",2021-04-16,2901635.0,2204943.0,696692.0,2021/04/16,56.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",533.157,513.087,578.996,2020.0,.,.,Flemish Brabant,2021-04-17 04:20:40,50.9167,4.5833,72180,0,0.0,72180.0,"Flemish Brabant, Belgium",6297.467664187406,0.0
16,Belgium,"50,103",26.0,"922,487",.,"23,428",.,"59,432","839,627",925,"79,328","2,015","11,670,137","1,003,551","11,628,838",2021-04-16,2901635.0,2204943.0,696692.0,2021/04/16,56.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",533.157,513.087,578.996,2020.0,.,.,Hainaut,2021-04-17 04:20:40,50.5257,4.0621,139679,0,0.0,139679.0,"Hainaut, Belgium",10390.919485419654,0.0
16,Belgium,"50,103",26.0,"922,487",.,"23,428",.,"59,432","839,627",925,"79,328","2,015","11,670,137","1,003,551","11,628,838",2021-04-16,2901635.0,2204943.0,696692.0,2021/04/16,56.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",533.157,513.087,578.996,2020.0,.,.,Liege,2021-04-17 04:20:40,50.4496,5.8492,117172,0,0.0,117172.0,"Liege, Belgium",10584.719672770896,0.0
16,Belgium,"50,103",26.0,"922,487",.,"23,428",.,"59,432","839,627",925,"79,328","2,015","11,670,137","1,003,551","11,628,838",2021-04-16,2901635.0,2204943.0,696692.0,2021/04/16,56.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",533.157,513.087,578.996,2020.0,.,.,Limburg,2021-04-17 04:20:40,50.9739,5.3420000000000005,50239,0,0.0,50239.0,"Limburg, Belgium",5747.853664787289,0.0
16,Belgium,"50,103",26.0,"922,487",.,"23,428",.,"59,432","839,627",925,"79,328","2,015","11,670,137","1,003,551","11,628,838",2021-04-16,2901635.0,2204943.0,696692.0,2021/04/16,56.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",533.157,513.087,578.996,2020.0,.,.,Luxembourg,2021-04-17 04:20:40,50.0547,5.4677,27602,0,0.0,27602.0,"Luxembourg, Belgium",9697.229463388583,0.0
16,Belgium,"50,103",26.0,"922,487",.,"23,428",.,"59,432","839,627",925,"79,328","2,015","11,670,137","1,003,551","11,628,838",2021-04-16,2901635.0,2204943.0,696692.0,2021/04/16,56.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",533.157,513.087,578.996,2020.0,.,.,Namur,2021-04-17 04:20:40,50.331,4.8221,52306,0,0.0,52306.0,"Namur, Belgium",10581.297729226724,0.0
16,Belgium,"50,103",26.0,"922,487",.,"23,428",.,"59,432","839,627",925,"79,328","2,015","11,670,137","1,003,551","11,628,838",2021-04-16,2901635.0,2204943.0,696692.0,2021/04/16,56.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",533.157,513.087,578.996,2020.0,.,.,Unknown,2021-04-17 04:20:40,.,.,17754,23681,0.0,-5927.0,"Unknown, Belgium",.,133.3840261349555
16,Belgium,"50,103",26.0,"922,487",.,"23,428",.,"59,432","839,627",925,"79,328","2,015","11,670,137","1,003,551","11,628,838",2021-04-16,2901635.0,2204943.0,696692.0,2021/04/16,56.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",533.157,513.087,578.996,2020.0,.,.,Walloon Brabant,2021-04-17 04:20:40,50.4,4.35,36315,0,0.0,36315.0,"Walloon Brabant, Belgium",8997.792363212,0.0
16,Belgium,"50,103",26.0,"922,487",.,"23,428",.,"59,432","839,627",925,"79,328","2,015","11,670,137","1,003,551","11,628,838",2021-04-16,2901635.0,2204943.0,696692.0,2021/04/16,56.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",533.157,513.087,578.996,2020.0,.,.,West Flanders,2021-04-17 04:20:40,51.0536,3.1458,85198,0,0.0,85198.0,"West Flanders, Belgium",7124.793861160265,0.0
17,San Marino,"49,765",163.0,"4,956",.,85,.,"4,477",394,10,"145,820","2,501","55,935","1,645,776","33,987",2021-04-15,20424.0,11989.0,8435.0,2021/04/15,674.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.616,1.505,1.688,2019.0,.,.,.,2021-04-17 04:20:40,43.9424,12.4578,5016,87,4682.0,247.0,San Marino,14779.892745594907,1.7344497607655502
18,Canada,"49,222",23.0,"1,060,158",.,"23,315",.,"963,396","73,447",928,"27,900",614,"28,999,787","763,172","37,999,006",2021-04-16,9525732.0,8641720.0,884012.0,2021/04/16,124.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,741.58","1,643.41","1,883.49",2020.0,.,.,Alberta,2021-04-17 04:20:40,53.9333,-116.5765,167793,2034,149000.0,16759.0,"Alberta, Canada",3802.1175823324224,1.2122078990184335
18,Canada,"49,222",23.0,"1,060,158",.,"23,315",.,"963,396","73,447",928,"27,900",614,"28,999,787","763,172","37,999,006",2021-04-16,9525732.0,8641720.0,884012.0,2021/04/16,124.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,741.58","1,643.41","1,883.49",2020.0,.,.,British Columbia,2021-04-17 04:20:40,53.7267,-127.6476,117080,1530,105291.0,10259.0,"British Columbia, Canada",2290.7826521150705,1.3067987700717458
18,Canada,"49,222",23.0,"1,060,158",.,"23,315",.,"963,396","73,447",928,"27,900",614,"28,999,787","763,172","37,999,006",2021-04-16,9525732.0,8641720.0,884012.0,2021/04/16,124.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,741.58","1,643.41","1,883.49",2020.0,.,.,Diamond Princess,2020-12-21 13:27:30,.,.,0,1,0.0,.,"Diamond Princess, Canada",.,.
18,Canada,"49,222",23.0,"1,060,158",.,"23,315",.,"963,396","73,447",928,"27,900",614,"28,999,787","763,172","37,999,006",2021-04-16,9525732.0,8641720.0,884012.0,2021/04/16,124.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,741.58","1,643.41","1,883.49",2020.0,.,.,Grand Princess,2020-12-21 13:27:30,.,.,13,0,13.0,0.0,"Grand Princess, Canada",.,0.0
18,Canada,"49,222",23.0,"1,060,158",.,"23,315",.,"963,396","73,447",928,"27,900",614,"28,999,787","763,172","37,999,006",2021-04-16,9525732.0,8641720.0,884012.0,2021/04/16,124.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,741.58","1,643.41","1,883.49",2020.0,.,.,Manitoba,2021-04-17 04:20:40,53.7609,-98.8139,35815,955,33309.0,1551.0,"Manitoba, Canada",2599.967913281651,2.6664805249197263
18,Canada,"49,222",23.0,"1,060,158",.,"23,315",.,"963,396","73,447",928,"27,900",614,"28,999,787","763,172","37,999,006",2021-04-16,9525732.0,8641720.0,884012.0,2021/04/16,124.0,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,741.58","1,643.41","1,883.49",2020.0,.,.,New Brunswick,2021-04-17 04:20:40,46.5653,-66.4619,1767,33,1592.0,142.0,"New Brunswick, Canada",226.54049459418223,1.867572156196944
